open_time,open,high,low,close,volume,amount,close_time
1675900800000,22960.7300000000000000000000000000,23010.5100000000000000000000000000,21700.0000000000000000000000000000,21797.1700000000000000000000000000,28830.65360400,656743244.910000000000000000,1675987200000
