open_time,open,high,low,close,volume,amount,close_time
1674172800000,21073.2000000000000000000000000000,22745.8500000000000000000000000000,20867.2500000000000000000000000000,22669.1100000000000000000000000000,26533.11572200,571094678.520000000000000000,1674259200000
